time,model,n_feat,type,lr,n_leaf,n_depth,min_data,feat_frac,bagging_frac,bagging_freq,l1,l2,min_gain,hessian,train_size
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,20,0,0.1,0.8
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,50,0,0.1,0.8
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,100,0,0.1,0.8
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,200,0,0.1,0.8
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,500,0,0.1,0.8
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,1000,0,0.1,0.8
2018-7-16 19:05,LightGBM_baseline_new,300,gbdt,0.05,33,5,512,0.6,0.9,1,0,2000,0,0.1,0.8
